designator,designator_image,oomp_key,note,description,description_lng,mpn,lcsc,link
q1,[![q1](images/part_q1_140.jpg)](images/part_q1.jpg) ,,main driver,n channel mosfet,n channel mosfet mxp4002at 262 amp 40 v gds,MXP4002AT,,https://jlcpcb.com/partdetail/ChipLinkTech-CL4056D/C2920852
